Tendency,TOP1,JG1,MID1,AD1,SUP1,TOP2,JG2,MID2,AD2,SUP2,melee_number,MeanKills,killsat10,killsat15,numberofgames
27,1.75,2.0,1.5,1.5,0.5,0,23.25,0.75,3.5,10
23,1.75,2.0,3.375,1.6875,0.3125,1,25.25,0.5,0.0,10
27,1.75,1.5,1.5,1.6875,1.0625,1,25.25,-2.5,-2.0,10
31,0.75,-0.5,1.5,0.625,1.25,2,25.25,2.5,0.0,10
46,0.25,0.125,1.5,1.6875,1.8125,1,23.25,2.0,-0.25,10
50,0.25,1.0,0.0,2.1875,1.75,2,23.25,1.0,0.75,10
43,0.25,1.0,2.0,1.6875,1.75,2,23.25,3.0,7.75,10
22,0.0,1.5,0.0,1.6875,0.8125,1,23.25,1.0,2.75,10
44,0.25,1.0,3.375,1.6875,1.0,2,23.25,0.0,4.75,10
48,0.5,0.25,1.0,1.1875,1.0,2,23.25,-0.25,1.25,10
41,0.5,0.25,0.75,1.1875,1.75,1,23.25,-0.25,5.25,10
24,0.5,1.5,0.0,1.6875,0.9375,0,23.25,0.75,4.25,10
18,0.0,1.0,3.375,1.9375,0.375,2,25.25,-1.0,-1.25,10
29,0.5,1.5,1.5,1.5,2.0,2,25.25,2.0,-0.25,10
22,0.5,1.5,0.0,0.5,0.9375,-1,25.25,3.0,-0.25,10
44,0.75,0.25,1.5,1.5,1.5,2,26.75,1.0,2.25,10
28,1.0,2.0,0.0,1.5,0.5,1,26.75,0.0,3.25,10
27,0.25,1.5,0.0,2.0,1.0,2,26.75,-1.0,2.25,10
28,0.0,2.0,2.5,2.0,-1.125,1,26.75,-2.0,-2.75,10
21,1.75,1.5,2.0,0.9375,1.75,2,26.75,0.0,-3.75,10
27,0.0,1.0,0.0,1.25,0.125,1,25.0,-1.5,-5.75,10
11,0.25,1.5,-0.5,-0.875,-3.375,0,25.0,-1.5,-5.75,10
23,1.75,-0.5,-0.5,-0.5,-1.0,1,25.0,0.5,-2.75,10
29,0.5,2.0,3.375,-0.5,-1.25,0,21.5,2.25,6.0,10
15,0.75,0.125,1.5,1.5625,1.5,1,21.5,-1.75,-2.0,10
30,0.0,2.0,3.375,-0.25,-0.875,1,21.5,3.25,7.0,10
19,0.25,1.5,1.75,1.3125,1.75,2,26.5,-1.0,1.25,10
29,0.25,1.5,1.625,2.1875,1.8125,2,26.5,2.0,1.25,10
22,1.5,1.5,2.0,0.875,-2.25,1,26.5,0.0,-1.75,10
21,0.0,0.125,0.0,-0.8125,1.75,0,26.5,-3.0,-5.5,5
35,0.0,1.0,2.0,1.6875,1.8125,1,30.0,3.5,6.5,5
25,1.0,1.5,0.75,2.0625,0.125,2,23.0,-2.0,-2.0,5
30,0.0,1.5,0.0,-0.625,0.0,0,22.5,0.0,-4.0,5
38,0.25,-0.5,1.5,1.9375,0.125,1,31.5,-1.5,-3.0,5
17,0.25,1.75,0.0,-0.875,-3.375,0,21.0,2.5,1.5,10
27,0.75,-0.5,-0.5,-2.0,-0.1875,0,21.0,5.5,8.5,10
27,0.25,0.125,-0.5,1.5,0.5,0,26.25,9.0,8.0,10
41,0.25,2.0,0.75,1.6875,2.25,1,26.25,5.0,6.0,10
35,0.25,1.75,1.5,-0.875,-1.0,1,25.75,0.0,0.0,10
26,1.75,1.5,1.5,1.5,1.125,2,25.75,-3.0,-4.0,10
32,0.25,1.75,2.0,0.5,-0.1875,1,25.75,-2.0,8.0,10
43,2.0,1.75,-0.5,1.6875,1.0,2,23.75,-0.75,1.75,10
10,0.0,1.5,-0.5,1.6875,0.9375,0,23.75,1.25,-1.25,10
29,0.0,0.25,1.625,1.6875,2.1875,2,22.0,-1.0,2.75,10
37,1.75,1.75,0.75,1.6875,0.0,0,22.0,3.0,1.75,10
